date,pressure,temperature,wind,hour
2010-01-10,1017.8,7.1,4.1,14
2010-01-10,1017.8,7.0,4.1,15
2010-01-10,1017.9,6.7,4.0,16
2010-01-10,1018.0,6.0,4.0,17
2010-01-10,1017.9,5.7,4.1,18
2010-01-10,1017.9,5.6,4.1,19
2010-01-10,1017.9,5.4,4.2,20
2010-01-10,1018.0,5.3,4.0,21
2010-01-10,1018.1,5.1,4.1,22
2010-01-10,1018.2,5.0,3.9,23
2010-01-11,1018.1,4.8,3.7,00
2010-01-11,1018.2,4.6,3.8,01
2010-01-11,1018.2,4.5,3.7,02
2010-01-11,1018.4,4.4,3.7,03
2010-01-11,1018.3,4.3,3.7,04
2010-01-11,1018.1,4.2,3.7,05
2010-01-11,1018.0,4.2,3.7,06
2010-01-11,1018.1,4.2,3.7,07
2010-01-11,1018.1,4.2,3.8,08
2010-01-11,1018.5,4.5,3.8,09
2010-01-11,1018.9,5.1,3.8,10
2010-01-11,1019.0,5.8,3.8,11
2010-01-11,1018.7,6.4,3.9,12
2010-01-11,1018.2,6.9,4.0,13
2010-01-11,1017.9,7.1,4.0,14
2010-01-11,1017.8,7.1,4.0,15
2010-01-11,1017.9,6.7,3.9,16
2010-01-11,1018.0,6.1,3.9,17
2010-01-11,1018.0,5.7,4.0,18
2010-01-11,1018.0,5.6,4.0,19
2010-01-11,1018.0,5.5,4.1,20
2010-01-11,1018.1,5.3,3.9,21
2010-01-11,1018.1,5.2,4.0,22
2010-01-11,1018.3,5.1,3.9,23
2010-01-12,1018.1,4.8,3.6,00
2010-01-12,1018.2,4.7,3.8,01
2010-01-12,1018.3,4.6,3.7,02
2010-01-12,1018.5,4.4,3.6,03
2010-01-12,1018.4,4.3,3.6,04
2010-01-12,1018.3,4.2,3.6,05
2010-01-12,1018.1,4.2,3.7,06
2010-01-12,1018.3,4.2,3.7,07
2010-01-12,1018.3,4.2,3.7,08
2010-01-12,1018.7,4.5,3.8,09
2010-01-12,1019.1,5.2,3.7,10
2010-01-12,1019.2,5.8,3.7,11
2010-01-12,1018.8,6.4,3.8,12
2010-01-12,1018.3,6.9,3.9,13
2010-01-12,1018.0,7.2,3.9,14
2010-01-12,1017.9,7.2,4.0,15
2010-01-12,1018.0,6.8,3.9,16
2010-01-12,1018.1,6.1,3.9,17
2010-01-12,1018.1,5.8,4.0,18
2010-01-12,1018.1,5.7,4.0,19
2010-01-12,1018.1,5.6,4.0,20
2010-01-12,1018.2,5.3,3.8,21
2010-01-12,1018.2,5.2,3.9,22
2010-01-12,1018.4,5.1,3.8,23
2010-01-13,1018.1,4.8,3.6,00
2010-01-13,1018.3,4.7,3.7,01
2010-01-13,1018.3,4.6,3.6,02
2010-01-13,1018.5,4.4,3.5,03
2010-01-13,1018.4,4.3,3.5,04
2010-01-13,1018.2,4.2,3.5,05
2010-01-13,1018.0,4.3,3.7,06
2010-01-13,1018.1,4.2,3.7,07
2010-01-13,1018.1,4.3,3.7,08
2010-01-13,1018.5,4.6,3.8,09
2010-01-13,1018.9,5.2,3.7,10
2010-01-13,1018.9,5.9,3.8,11
2010-01-13,1018.6,6.6,3.8,12
2010-01-13,1018.1,7.0,3.8,13
2010-01-13,1017.8,7.3,3.9,14
2010-01-13,1017.7,7.3,3.9,15
2010-01-13,1017.8,6.9,3.8,16
2010-01-13,1017.8,6.3,3.8,17
2010-01-13,1017.8,5.9,3.9,18
2010-01-13,1017.8,5.8,4.0,19
2010-01-13,1017.9,5.7,4.0,20
2010-01-13,1018.0,5.4,3.8,21
2010-01-13,1018.0,5.3,3.9,22
2010-01-13,1018.1,5.2,3.8,23
2010-01-14,1017.8,4.9,3.6,00
2010-01-14,1018.0,4.8,3.7,01
2010-01-14,1018.0,4.7,3.6,02
2010-01-14,1018.2,4.6,3.5,03
2010-01-14,1018.1,4.4,3.5,04
2010-01-14,1018.0,4.3,3.5,05
2010-01-14,1017.8,4.3,3.7,06
2010-01-14,1017.9,4.3,3.7,07
2010-01-14,1018.0,4.3,3.8,08
2010-01-14,1018.4,4.7,3.8,09
2010-01-14,1018.7,5.3,3.7,10
2010-01-14,1018.8,6.0,3.7,11
2010-01-14,1018.5,6.6,3.8,12
2010-01-14,1018.0,7.1,3.8,13
2010-01-14,1017.7,7.3,3.9,14
2010-01-14,1017.6,7.3,3.8,15
2010-01-14,1017.8,7.0,3.8,16
2010-01-14,1017.8,6.3,3.8,17
2010-01-14,1017.8,5.9,3.9,18
2010-01-14,1017.8,5.8,3.9,19
2010-01-14,1017.9,5.6,3.9,20
2010-01-14,1018.0,5.4,3.8,21
2010-01-14,1018.1,5.3,3.8,22
2010-01-14,1018.2,5.2,3.7,23
2010-01-15,1017.8,5.0,3.6,00
2010-01-15,1018.1,4.8,3.6,01
2010-01-15,1018.1,4.7,3.5,02
2010-01-15,1018.3,4.6,3.5,03
2010-01-15,1018.2,4.4,3.4,04
2010-01-15,1018.1,4.3,3.5,05
2010-01-15,1017.9,4.3,3.7,06
2010-01-15,1018.0,4.3,3.6,07
2010-01-15,1018.1,4.3,3.7,08
2010-01-15,1018.5,4.7,3.8,09
2010-01-15,1018.8,5.2,3.6,10
2010-01-15,1018.9,6.0,3.7,11
2010-01-15,1018.5,6.6,3.7,12
2010-01-15,1018.1,7.1,3.8,13
2010-01-15,1017.8,7.3,3.8,14
2010-01-15,1017.7,7.3,3.8,15
2010-01-15,1017.8,7.0,3.8,16
2010-01-15,1017.9,6.3,3.7,17
2010-01-15,1017.9,5.9,3.8,18
2010-01-15,1017.9,5.8,3.9,19
2010-01-15,1018.0,5.7,3.8,20
2010-01-15,1018.1,5.4,3.8,21
2010-01-15,1018.2,5.3,3.8,22
2010-01-15,1018.3,5.2,3.7,23
2010-01-16,1017.8,5.0,3.6,00
2010-01-16,1018.2,4.8,3.6,01
2010-01-16,1018.3,4.7,3.4,02
2010-01-16,1018.4,4.6,3.5,03
2010-01-16,1018.3,4.4,3.4,04
2010-01-16,1018.2,4.3,3.5,05
2010-01-16,1018.1,4.3,3.6,06
2010-01-16,1018.1,4.3,3.6,07
2010-01-16,1018.2,4.3,3.7,08
2010-01-16,1018.5,4.7,3.8,09
2010-01-16,1018.8,5.3,3.6,10
2010-01-16,1018.9,6.0,3.6,11
2010-01-16,1018.5,6.6,3.7,12
2010-01-16,1018.1,7.1,3.8,13
2010-01-16,1017.8,7.4,3.8,14
2010-01-16,1017.7,7.4,3.8,15
2010-01-16,1017.8,7.1,3.8,16
2010-01-16,1017.8,6.3,3.7,17
2010-01-16,1017.8,5.9,3.9,18
2010-01-16,1017.8,5.8,3.9,19
2010-01-16,1017.9,5.7,3.8,20
2010-01-16,1018.0,5.4,3.8,21
2010-01-16,1018.1,5.3,3.8,22
2010-01-16,1018.2,5.2,3.7,23
2010-01-17,1017.7,5.0,3.6,00
2010-01-17,1018.1,4.8,3.6,01
2010-01-17,1018.2,4.7,3.5,02
2010-01-17,1018.3,4.6,3.5,03
2010-01-17,1018.2,4.4,3.4,04
2010-01-17,1018.2,4.3,3.5,05
2010-01-17,1018.0,4.3,3.6,06
2010-01-17,1018.1,4.3,3.6,07
2010-01-17,1018.2,4.3,3.7,08
2010-01-17,1018.5,4.7,3.7,09
2010-01-17,1018.8,5.3,3.6,10
2010-01-17,1018.9,6.0,3.6,11
2010-01-17,1018.6,6.6,3.7,12
2010-01-17,1018.1,7.1,3.8,13
2010-01-17,1017.8,7.4,3.8,14
2010-01-17,1017.7,7.4,3.8,15
2010-01-17,1017.8,7.1,3.8,16
2010-01-17,1017.9,6.4,3.7,17
2010-01-17,1017.9,6.0,3.9,18
2010-01-17,1017.9,5.8,3.9,19
2010-01-17,1017.9,5.7,3.8,20
2010-01-17,1018.0,5.4,3.8,21
2010-01-17,1018.1,5.3,3.8,22
2010-01-17,1018.3,5.2,3.6,23
2010-01-18,1017.7,5.0,3.6,00
2010-01-18,1018.2,4.8,3.5,01
2010-01-18,1018.2,4.7,3.5,02
2010-01-18,1018.3,4.6,3.5,03
2010-01-18,1018.2,4.3,3.4,04
2010-01-18,1018.1,4.3,3.4,05
2010-01-18,1018.0,4.3,3.6,06
2010-01-18,1018.1,4.3,3.6,07
2010-01-18,1018.1,4.3,3.6,08
2010-01-18,1018.5,4.6,3.7,09
2010-01-18,1018.8,5.3,3.6,10
2010-01-18,1018.9,6.0,3.6,11
2010-01-18,1018.5,6.6,3.7,12
2010-01-18,1018.1,7.1,3.8,13
2010-01-18,1017.8,7.4,3.8,14
2010-01-18,1017.7,7.4,3.8,15
2010-01-18,1017.8,7.1,3.8,16
2010-01-18,1017.8,6.4,3.6,17
2010-01-18,1017.8,6.0,3.8,18
2010-01-18,1017.8,5.8,3.8,19
2010-01-18,1017.9,5.6,3.8,20
2010-01-18,1018.0,5.4,3.8,21
2010-01-18,1018.1,5.3,3.8,22
2010-01-18,1018.2,5.2,3.7,23
2010-01-19,1017.6,5.0,3.6,00
2010-01-19,1018.1,4.7,3.5,01
2010-01-19,1018.1,4.6,3.5,02
2010-01-19,1018.2,4.5,3.5,03
2010-01-19,1018.1,4.3,3.5,04
2010-01-19,1018.0,4.2,3.4,05
2010-01-19,1018.0,4.2,3.6,06
2010-01-19,1018.0,4.2,3.6,07
2010-01-19,1018.0,4.2,3.7,08
2010-01-19,1018.4,4.6,3.7,09
2010-01-19,1018.7,5.2,3.6,10
2010-01-19,1018.8,5.9,3.6,11
2010-01-19,1018.4,6.6,3.7,12
2010-01-19,1018.0,7.1,3.8,13
2010-01-19,1017.6,7.3,3.8,14
2010-01-19,1017.5,7.4,3.8,15
2010-01-19,1017.6,7.1,3.8,16
2010-01-19,1017.6,6.3,3.6,17
2010-01-19,1017.7,5.9,3.8,18
2010-01-19,1017.7,5.8,3.8,19
2010-01-19,1017.8,5.6,3.8,20
2010-01-19,1017.9,5.4,3.8,21
2010-01-19,1018.0,5.3,3.8,22
2010-01-19,1018.1,5.1,3.7,23
2010-01-20,1017.6,4.9,3.6,00
2010-01-20,1018.0,4.7,3.5,01
2010-01-20,1018.0,4.6,3.5,02
2010-01-20,1018.1,4.4,3.5,03
2010-01-20,1018.0,4.3,3.5,04
2010-01-20,1017.9,4.2,3.4,05
2010-01-20,1017.8,4.2,3.6,06
2010-01-20,1017.8,4.2,3.6,07
2010-01-20,1017.8,4.2,3.6,08
2010-01-20,1018.2,4.6,3.7,09
2010-01-20,1018.5,5.2,3.5,10
2010-01-20,1018.6,5.9,3.5,11
2010-01-20,1018.2,6.6,3.6,12
2010-01-20,1017.8,7.1,3.8,13
2010-01-20,1017.4,7.4,3.8,14
2010-01-20,1017.4,7.4,3.8,15
2010-01-20,1017.4,7.1,3.7,16
2010-01-20,1017.4,6.3,3.6,17
2010-01-20,1017.5,5.9,3.8,18
2010-01-20,1017.5,5.8,3.8,19
2010-01-20,1017.6,5.6,3.8,20
2010-01-20,1017.6,5.4,3.8,21
2010-01-20,1017.7,5.2,3.8,22
2010-01-20,1017.8,5.1,3.7,23
2010-01-21,1017.4,4.9,3.7,00
2010-01-21,1017.7,4.7,3.5,01
2010-01-21,1017.7,4.6,3.5,02
2010-01-21,1017.8,4.4,3.5,03
2010-01-21,1017.7,4.3,3.5,04
2010-01-21,1017.6,4.2,3.4,05
2010-01-21,1017.5,4.2,3.6,06
2010-01-21,1017.5,4.2,3.6,07
2010-01-21,1017.6,4.2,3.6,08
2010-01-21,1017.9,4.6,3.7,09
2010-01-21,1018.2,5.2,3.6,10
2010-01-21,1018.3,5.9,3.7,11
2010-01-21,1017.9,6.6,3.7,12
2010-01-21,1017.5,7.1,3.9,13
2010-01-21,1017.2,7.4,3.8,14
2010-01-21,1017.2,7.4,3.8,15
2010-01-21,1017.2,7.1,3.8,16
2010-01-21,1017.2,6.4,3.6,17
2010-01-21,1017.3,5.9,3.8,18
2010-01-21,1017.3,5.8,3.8,19
2010-01-21,1017.4,5.6,3.8,20
2010-01-21,1017.5,5.4,3.8,21
2010-01-21,1017.6,5.3,3.8,22
2010-01-21,1017.7,5.1,3.7,23
2010-01-22,1017.3,5.0,3.7,00
2010-01-22,1017.6,4.7,3.5,01
2010-01-22,1017.6,4.6,3.5,02
2010-01-22,1017.7,4.6,3.6,03
2010-01-22,1017.6,4.4,3.5,04
2010-01-22,1017.5,4.3,3.5,05
2010-01-22,1017.4,4.3,3.6,06
2010-01-22,1017.4,4.3,3.7,07
2010-01-22,1017.5,4.3,3.7,08
2010-01-22,1017.9,4.7,3.8,09
2010-01-22,1018.2,5.3,3.7,10
2010-01-22,1018.3,6.0,3.7,11
2010-01-22,1017.9,6.7,3.7,12
2010-01-22,1017.5,7.2,3.9,13
2010-01-22,1017.1,7.4,3.9,14
2010-01-22,1017.1,7.4,3.8,15
2010-01-22,1017.1,7.2,3.8,16
2010-01-22,1017.1,6.5,3.6,17
2010-01-22,1017.2,6.1,3.8,18
2010-01-22,1017.2,5.9,3.8,19
2010-01-22,1017.2,5.7,3.8,20
2010-01-22,1017.3,5.5,3.8,21
2010-01-22,1017.4,5.4,3.8,22
2010-01-22,1017.5,5.2,3.7,23
2010-01-23,1017.2,5.1,3.8,00
2010-01-23,1017.4,4.8,3.6,01
2010-01-23,1017.4,4.7,3.6,02
2010-01-23,1017.5,4.6,3.7,03
2010-01-23,1017.4,4.4,3.6,04
2010-01-23,1017.2,4.3,3.5,05
2010-01-23,1017.2,4.3,3.7,06
2010-01-23,1017.2,4.3,3.8,07
2010-01-23,1017.3,4.3,3.8,08
2010-01-23,1017.6,4.7,3.8,09
2010-01-23,1017.9,5.3,3.8,10
2010-01-23,1018.1,6.1,3.8,11
2010-01-23,1017.7,6.7,3.8,12
2010-01-23,1017.3,7.2,3.9,13
2010-01-23,1016.9,7.5,3.9,14
2010-01-23,1016.9,7.6,3.9,15
2010-01-23,1016.9,7.3,3.8,16
2010-01-23,1016.9,6.6,3.7,17
2010-01-23,1017.0,6.1,3.8,18
2010-01-23,1017.0,6.0,3.9,19
2010-01-23,1017.0,5.8,3.9,20
2010-01-23,1017.1,5.6,3.8,21
2010-01-23,1017.2,5.4,3.9,22
2010-01-23,1017.3,5.3,3.8,23
2010-01-24,1017.1,5.1,3.8,00
2010-01-24,1017.2,4.9,3.6,01
2010-01-24,1017.2,4.7,3.6,02
2010-01-24,1017.2,4.7,3.7,03
2010-01-24,1017.2,4.5,3.6,04
2010-01-24,1017.1,4.4,3.6,05
2010-01-24,1017.0,4.4,3.7,06
2010-01-24,1017.0,4.4,3.8,07
2010-01-24,1017.1,4.4,3.8,08
2010-01-24,1017.5,4.8,3.8,09
2010-01-24,1017.8,5.4,3.8,10
2010-01-24,1018.0,6.2,3.8,11
2010-01-24,1017.6,6.8,3.8,12
2010-01-24,1017.1,7.3,3.9,13
2010-01-24,1016.8,7.6,4.0,14
2010-01-24,1016.7,7.6,3.9,15
2010-01-24,1016.7,7.4,3.8,16
2010-01-24,1016.7,6.7,3.7,17
2010-01-24,1016.8,6.2,3.8,18
2010-01-24,1016.8,6.0,3.9,19
2010-01-24,1016.8,5.8,3.9,20
2010-01-24,1016.9,5.6,3.9,21
2010-01-24,1017.0,5.5,3.9,22
2010-01-24,1017.0,5.3,3.8,23
2010-01-25,1016.8,5.1,3.8,00
2010-01-25,1016.9,4.9,3.7,01
2010-01-25,1016.9,4.8,3.6,02
2010-01-25,1017.0,4.7,3.7,03
2010-01-25,1016.9,4.6,3.7,04
2010-01-25,1016.8,4.4,3.7,05
2010-01-25,1016.7,4.4,3.7,06
2010-01-25,1016.8,4.4,3.8,07
2010-01-25,1016.9,4.4,3.9,08
2010-01-25,1017.2,4.8,3.9,09
2010-01-25,1017.5,5.4,3.8,10
2010-01-25,1017.7,6.2,3.8,11
2010-01-25,1017.4,6.9,3.9,12
2010-01-25,1016.9,7.3,4.0,13
2010-01-25,1016.6,7.7,4.0,14
2010-01-25,1016.6,7.7,4.0,15
2010-01-25,1016.6,7.4,3.9,16
2010-01-25,1016.6,6.7,3.8,17
2010-01-25,1016.7,6.2,3.8,18
2010-01-25,1016.7,6.1,3.9,19
2010-01-25,1016.8,5.8,3.9,20
2010-01-25,1016.9,5.6,3.9,21
2010-01-25,1017.0,5.5,3.9,22
2010-01-25,1017.1,5.3,3.8,23
2010-01-26,1016.8,5.1,3.8,00
2010-01-26,1016.9,4.9,3.7,01
2010-01-26,1017.0,4.7,3.6,02
2010-01-26,1017.0,4.7,3.7,03
2010-01-26,1016.9,4.5,3.7,04
2010-01-26,1016.8,4.3,3.7,05
2010-01-26,1016.8,4.3,3.7,06
2010-01-26,1016.9,4.3,3.8,07
2010-01-26,1017.0,4.3,3.8,08
2010-01-26,1017.3,4.7,3.9,09
2010-01-26,1017.7,5.4,3.9,10
2010-01-26,1017.9,6.2,3.8,11
2010-01-26,1017.5,6.8,3.9,12
2010-01-26,1017.1,7.3,4.0,13
2010-01-26,1016.7,7.7,4.1,14
2010-01-26,1016.7,7.7,4.0,15
2010-01-26,1016.7,7.4,3.9,16
2010-01-26,1016.8,6.7,3.8,17
2010-01-26,1016.8,6.2,3.8,18
2010-01-26,1016.8,6.0,3.9,19
2010-01-26,1016.9,5.8,3.9,20
2010-01-26,1017.0,5.6,4.0,21
2010-01-26,1017.1,5.4,4.0,22
2010-01-26,1017.2,5.3,3.9,23
2010-01-27,1017.0,5.1,3.9,00
2010-01-27,1017.0,4.8,3.8,01
2010-01-27,1017.1,4.7,3.7,02
2010-01-27,1017.1,4.6,3.7,03
2010-01-27,1017.0,4.4,3.7,04
2010-01-27,1016.9,4.3,3.7,05
2010-01-27,1016.9,4.2,3.7,06
2010-01-27,1017.0,4.3,3.8,07
2010-01-27,1017.1,4.3,3.8,08
2010-01-27,1017.4,4.7,3.9,09
